County,lat,lon,ndvi_change,pixels,area_acres,development_score,classification,ndbi_pct,ndbi_change,compactness,thumbnail_url
Denton County TX,33.079908,-97.195948,-0.407,275,6.8,87,ACTIVE DEVELOPMENT,100.0,0.2383,22.1,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_3.png
Denton County TX,33.140631,-97.166638,-0.414,115,2.84,87,ACTIVE DEVELOPMENT,100.0,0.3076,21.7,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_4.png
Denton County TX,33.216454,-97.207536,-0.468,98,2.42,85,ACTIVE DEVELOPMENT,100.0,0.3872,25.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_5.png
Denton County TX,33.14077,-97.071394,-0.544,1788,44.18,84,ACTIVE DEVELOPMENT,100.0,0.272,123.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_6.png
Denton County TX,33.210905,-97.271961,-0.507,146,3.61,83,ACTIVE DEVELOPMENT,100.0,0.3569,38.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_7.png
Denton County TX,33.067435,-97.335184,-0.568,84,2.08,83,ACTIVE DEVELOPMENT,100.0,0.3094,34.7,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_8.png
Denton County TX,33.168557,-97.273988,-0.44,93,2.3,82,ACTIVE DEVELOPMENT,100.0,0.2701,26.9,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_9.png
Denton County TX,33.126872,-97.063309,-0.515,1211,29.92,81,ACTIVE DEVELOPMENT,99.9,0.2367,86.7,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_10.png
Denton County TX,33.103726,-97.326449,-0.431,132,3.26,81,ACTIVE DEVELOPMENT,100.0,0.3187,65.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_11.png
Denton County TX,33.257994,-97.130581,-0.319,100,2.47,81,ACTIVE DEVELOPMENT,100.0,0.2942,54.8,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_12.png
Denton County TX,33.121337,-97.14802,-0.462,990,24.46,80,ACTIVE DEVELOPMENT,98.9,0.2273,70.9,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_13.png
Denton County TX,33.111723,-97.080933,-0.329,415,10.25,79,ACTIVE DEVELOPMENT,100.0,0.2109,72.1,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_14.png
Denton County TX,33.22624,-97.109335,-0.443,84,2.08,79,ACTIVE DEVELOPMENT,100.0,0.2096,18.1,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_15.png
Denton County TX,33.211312,-97.276847,-0.334,216,5.34,78,ACTIVE DEVELOPMENT,100.0,0.1835,37.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_16.png
Denton County TX,33.135494,-97.207977,-0.331,118,2.92,78,ACTIVE DEVELOPMENT,100.0,0.1988,17.9,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_17.png
Denton County TX,33.143765,-97.218772,-0.342,278,6.87,77,ACTIVE DEVELOPMENT,99.6,0.1919,71.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_18.png
Denton County TX,33.214714,-97.075452,-0.432,244,6.03,77,ACTIVE DEVELOPMENT,100.0,0.1799,49.6,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_19.png
Denton County TX,33.188679,-97.144804,-0.47,125,3.09,77,ACTIVE DEVELOPMENT,100.0,0.1791,16.9,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_20.png
Denton County TX,33.118467,-97.146764,-0.381,113,2.79,77,ACTIVE DEVELOPMENT,100.0,0.2094,24.9,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_21.png
Denton County TX,33.144317,-97.217035,-0.343,104,2.57,76,ACTIVE DEVELOPMENT,100.0,0.2027,25.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_22.png
Denton County TX,33.225844,-97.108298,-0.478,105,2.59,74,ACTIVE DEVELOPMENT,98.1,0.1902,25.8,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_23.png
Denton County TX,33.214275,-97.206377,-0.407,391,9.66,71,ACTIVE DEVELOPMENT,97.2,0.1093,30.4,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_24.png
Denton County TX,33.102202,-97.281289,-0.316,109,2.69,71,ACTIVE DEVELOPMENT,100.0,0.1732,33.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_25.png
Denton County TX,33.265101,-97.318984,-0.518,100,2.47,71,ACTIVE DEVELOPMENT,82.0,0.2137,21.2,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_26.png
Denton County TX,33.079667,-97.149509,-0.324,84,2.08,71,ACTIVE DEVELOPMENT,100.0,0.1321,20.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_27.png
Denton County TX,33.14639,-97.216148,-0.333,167,4.13,70,ACTIVE DEVELOPMENT,100.0,0.1829,47.4,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_28.png
Denton County TX,33.07101,-97.206575,-0.467,159,3.93,69,ACTIVE DEVELOPMENT,97.5,0.1088,17.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_29.png
Denton County TX,33.10156,-97.282703,-0.341,152,3.76,67,ACTIVE DEVELOPMENT,100.0,0.1255,31.3,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_30.png
Denton County TX,33.084391,-97.142541,-0.442,105,2.59,67,ACTIVE DEVELOPMENT,92.4,0.1853,56.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_31.png
Denton County TX,33.206839,-97.161242,-0.428,103,2.55,67,ACTIVE DEVELOPMENT,100.0,0.1658,70.1,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_32.png
Denton County TX,33.182421,-97.10593,-0.585,172,4.25,66,ACTIVE DEVELOPMENT,70.3,0.2281,28.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_33.png
Denton County TX,33.212944,-97.207188,-0.436,116,2.87,61,ACTIVE DEVELOPMENT,89.7,0.1132,31.0,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_34.png
Denton County TX,33.049615,-97.268854,-0.463,103,2.55,58,PROBABLE DEVELOPMENT,87.4,0.0782,25.3,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_35.png
Denton County TX,33.144418,-97.282409,-0.408,87,2.15,58,PROBABLE DEVELOPMENT,94.3,0.0659,32.3,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_36.png
Denton County TX,33.125201,-97.317282,-0.445,169,4.18,50,PROBABLE DEVELOPMENT,64.5,0.0791,23.5,https://atlas-flc.github.io/flc-website/thumbnails/denton_county_tx_site_37.png
Williamson County TX,30.803537,-97.854327,-0.429,321,7.93,81,ACTIVE DEVELOPMENT,100.0,0.2275,59.3,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_1.png
Williamson County TX,30.710124,-97.88653,-0.406,969,23.94,79,ACTIVE DEVELOPMENT,99.8,0.2146,85.6,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_2.png
Williamson County TX,30.793147,-97.894605,-0.47,514,12.7,79,ACTIVE DEVELOPMENT,99.8,0.1791,29.4,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_3.png
Williamson County TX,30.793969,-97.881831,-0.425,228,5.63,75,ACTIVE DEVELOPMENT,100.0,0.1528,37.1,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_4.png
Williamson County TX,30.718425,-97.869992,-0.451,662,16.36,70,ACTIVE DEVELOPMENT,99.2,0.1327,89.2,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_5.png
Williamson County TX,30.776486,-97.87026,-0.424,172,4.25,67,ACTIVE DEVELOPMENT,98.8,0.1026,19.6,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_6.png
Williamson County TX,30.797509,-97.880091,-0.368,89,2.2,67,ACTIVE DEVELOPMENT,95.5,0.1519,31.6,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_7.png
Williamson County TX,30.725627,-97.854677,-0.416,200,4.94,61,ACTIVE DEVELOPMENT,100.0,0.106,65.0,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_8.png
Williamson County TX,30.717958,-97.858499,-0.502,104,2.57,59,PROBABLE DEVELOPMENT,83.7,0.0366,13.9,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_9.png
Williamson County TX,30.775891,-97.871504,-0.389,94,2.32,50,PROBABLE DEVELOPMENT,93.6,-0.0141,40.9,https://atlas-flc.github.io/flc-website/thumbnails/williamson_county_tx_site_10.png
Douglas County CO,39.434408,-104.93553,-0.337,250,6.18,88,ACTIVE DEVELOPMENT,100.0,0.2326,19.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_1.png
Douglas County CO,39.472895,-104.984353,-0.338,84,2.08,86,ACTIVE DEVELOPMENT,100.0,0.2854,21.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_2.png
Douglas County CO,39.46956,-104.976994,-0.348,214,5.29,85,ACTIVE DEVELOPMENT,100.0,0.2565,40.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_3.png
Douglas County CO,39.468388,-104.981188,-0.343,166,4.1,85,ACTIVE DEVELOPMENT,100.0,0.2844,21.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_4.png
Douglas County CO,39.493618,-104.997694,-0.366,100,2.47,85,ACTIVE DEVELOPMENT,100.0,0.2253,13.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_5.png
Douglas County CO,39.477962,-104.982733,-0.349,182,4.5,83,ACTIVE DEVELOPMENT,100.0,0.3083,39.7,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_6.png
Douglas County CO,39.435684,-104.930798,-0.28,149,3.68,82,ACTIVE DEVELOPMENT,100.0,0.2444,18.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_7.png
Douglas County CO,39.438747,-104.979684,-0.398,106,2.62,82,ACTIVE DEVELOPMENT,100.0,0.3161,48.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_8.png
Douglas County CO,39.436112,-104.952846,-0.388,159,3.93,81,ACTIVE DEVELOPMENT,100.0,0.3131,55.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_9.png
Douglas County CO,39.436768,-104.949819,-0.334,128,3.16,81,ACTIVE DEVELOPMENT,100.0,0.2676,28.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_10.png
Douglas County CO,39.4399,-104.936977,-0.363,954,23.57,79,ACTIVE DEVELOPMENT,100.0,0.2175,93.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_11.png
Douglas County CO,39.472461,-104.865524,-0.449,337,8.33,79,ACTIVE DEVELOPMENT,100.0,0.1953,42.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_12.png
Douglas County CO,39.44068,-104.977664,-0.335,122,3.01,79,ACTIVE DEVELOPMENT,100.0,0.2227,21.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_13.png
Douglas County CO,39.474228,-104.979578,-0.322,92,2.27,79,ACTIVE DEVELOPMENT,100.0,0.2624,40.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_14.png
Douglas County CO,39.435864,-104.926322,-0.294,595,14.7,78,ACTIVE DEVELOPMENT,100.0,0.2056,69.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_15.png
Douglas County CO,39.421905,-104.909826,-0.304,327,8.08,78,ACTIVE DEVELOPMENT,100.0,0.1999,60.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_16.png
Douglas County CO,39.433573,-104.925683,-0.305,213,5.26,78,ACTIVE DEVELOPMENT,100.0,0.1793,38.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_17.png
Douglas County CO,39.419392,-104.722448,-0.53,173,4.27,78,ACTIVE DEVELOPMENT,96.0,0.2292,22.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_18.png
Douglas County CO,39.452252,-104.983218,-0.381,168,4.15,78,ACTIVE DEVELOPMENT,100.0,0.2661,51.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_19.png
Douglas County CO,39.518615,-104.86098,-0.358,107,2.64,77,ACTIVE DEVELOPMENT,100.0,0.2197,27.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_20.png
Douglas County CO,39.501268,-104.72345,-0.529,90,2.22,77,ACTIVE DEVELOPMENT,92.2,0.2471,25.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_21.png
Douglas County CO,39.338376,-104.751249,-0.485,396,9.79,76,ACTIVE DEVELOPMENT,90.4,0.2348,118.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_22.png
Douglas County CO,39.48219,-104.999369,-0.327,158,3.9,76,ACTIVE DEVELOPMENT,100.0,0.1778,17.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_23.png
Douglas County CO,39.428483,-104.820522,-0.426,153,3.78,76,ACTIVE DEVELOPMENT,100.0,0.2086,26.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_24.png
Douglas County CO,39.363142,-104.947981,-0.458,147,3.63,75,ACTIVE DEVELOPMENT,100.0,0.1959,24.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_25.png
Douglas County CO,39.372094,-104.994709,-0.285,82,2.03,75,ACTIVE DEVELOPMENT,100.0,0.2124,33.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_26.png
Douglas County CO,39.430551,-104.978577,-0.305,355,8.77,74,ACTIVE DEVELOPMENT,100.0,0.15,49.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_27.png
Douglas County CO,39.443876,-104.919573,-0.323,128,3.16,74,ACTIVE DEVELOPMENT,100.0,0.2196,42.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_28.png
Douglas County CO,39.472963,-104.862561,-0.439,121,2.99,74,ACTIVE DEVELOPMENT,100.0,0.2053,32.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_29.png
Douglas County CO,39.43411,-104.967272,-0.315,457,11.29,73,ACTIVE DEVELOPMENT,100.0,0.1568,74.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_30.png
Douglas County CO,39.502774,-104.719629,-0.549,169,4.18,73,ACTIVE DEVELOPMENT,93.5,0.2324,43.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_31.png
Douglas County CO,39.475901,-104.978116,-0.322,137,3.39,73,ACTIVE DEVELOPMENT,100.0,0.2222,63.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_32.png
Douglas County CO,39.432662,-104.927013,-0.274,85,2.1,73,ACTIVE DEVELOPMENT,100.0,0.1956,33.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_33.png
Douglas County CO,39.38609,-104.737659,-0.488,482,11.91,72,ACTIVE DEVELOPMENT,100.0,0.144,78.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_34.png
Douglas County CO,39.334114,-104.762531,-0.483,293,7.24,72,ACTIVE DEVELOPMENT,93.2,0.1725,67.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_35.png
Douglas County CO,39.435445,-104.967353,-0.336,195,4.82,72,ACTIVE DEVELOPMENT,100.0,0.1785,29.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_36.png
Douglas County CO,39.440755,-104.946709,-0.295,134,3.31,72,ACTIVE DEVELOPMENT,100.0,0.1893,36.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_37.png
Douglas County CO,39.437404,-104.945121,-0.299,87,2.15,72,ACTIVE DEVELOPMENT,100.0,0.1687,27.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_38.png
Douglas County CO,39.481789,-104.792047,-0.474,204,5.04,71,ACTIVE DEVELOPMENT,100.0,0.1184,44.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_39.png
Douglas County CO,39.504133,-104.718092,-0.499,134,3.31,71,ACTIVE DEVELOPMENT,95.5,0.196,36.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_40.png
Douglas County CO,39.451414,-104.981721,-0.288,85,2.1,71,ACTIVE DEVELOPMENT,100.0,0.1669,31.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_41.png
Douglas County CO,39.385546,-104.702503,-0.444,1179,29.13,70,ACTIVE DEVELOPMENT,100.0,0.1278,91.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_42.png
Douglas County CO,39.307557,-104.98961,-0.437,1171,28.94,70,ACTIVE DEVELOPMENT,100.0,0.1253,69.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_43.png
Douglas County CO,39.454088,-104.982543,-0.323,124,3.06,70,ACTIVE DEVELOPMENT,100.0,0.1747,41.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_44.png
Douglas County CO,39.430518,-104.927232,-0.276,85,2.1,70,ACTIVE DEVELOPMENT,100.0,0.1679,34.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_45.png
Douglas County CO,39.416055,-104.797986,-0.426,361,8.92,69,ACTIVE DEVELOPMENT,100.0,0.1181,71.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_46.png
Douglas County CO,39.440784,-104.960734,-0.277,190,4.69,69,ACTIVE DEVELOPMENT,100.0,0.189,75.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_47.png
Douglas County CO,39.303871,-104.992192,-0.399,181,4.47,69,ACTIVE DEVELOPMENT,100.0,0.1152,20.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_48.png
Douglas County CO,39.437973,-104.943227,-0.281,82,2.03,69,ACTIVE DEVELOPMENT,100.0,0.1624,36.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_49.png
Douglas County CO,39.382782,-104.706413,-0.438,1414,34.94,68,ACTIVE DEVELOPMENT,99.4,0.1225,138.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_50.png
Douglas County CO,39.535882,-104.713377,-0.417,169,4.18,68,ACTIVE DEVELOPMENT,99.4,0.1675,56.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_51.png
Douglas County CO,39.494437,-104.717114,-0.401,108,2.67,68,ACTIVE DEVELOPMENT,91.7,0.2038,57.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_52.png
Douglas County CO,39.307457,-104.973114,-0.392,86,2.13,68,ACTIVE DEVELOPMENT,100.0,0.0841,15.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_53.png
Douglas County CO,39.35542,-104.863254,-0.401,696,17.2,67,ACTIVE DEVELOPMENT,98.9,0.1156,138.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_54.png
Douglas County CO,39.431177,-104.816095,-0.41,168,4.15,67,ACTIVE DEVELOPMENT,100.0,0.157,59.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_55.png
Douglas County CO,39.332528,-104.766433,-0.454,94,2.32,67,ACTIVE DEVELOPMENT,86.2,0.1541,19.7,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_56.png
Douglas County CO,39.36807,-104.999062,-0.284,90,2.22,67,ACTIVE DEVELOPMENT,100.0,0.1279,30.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_57.png
Douglas County CO,39.54869,-104.756868,-0.314,89,2.2,67,ACTIVE DEVELOPMENT,100.0,0.1252,29.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_58.png
Douglas County CO,39.429571,-104.976453,-0.299,99,2.45,66,ACTIVE DEVELOPMENT,100.0,0.1328,38.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_59.png
Douglas County CO,39.391072,-104.743134,-0.442,89,2.2,65,ACTIVE DEVELOPMENT,100.0,0.0567,17.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_60.png
Douglas County CO,39.476805,-104.997337,-0.342,81,2.0,65,ACTIVE DEVELOPMENT,100.0,0.1338,49.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_61.png
Douglas County CO,39.505063,-104.724382,-0.541,211,5.21,64,ACTIVE DEVELOPMENT,61.6,0.1938,40.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_62.png
Douglas County CO,39.306488,-104.9735,-0.364,163,4.03,64,ACTIVE DEVELOPMENT,100.0,0.0793,23.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_63.png
Douglas County CO,39.499209,-104.715629,-0.519,118,2.92,63,ACTIVE DEVELOPMENT,81.4,0.1707,38.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_64.png
Douglas County CO,39.479952,-104.79142,-0.389,83,2.05,63,ACTIVE DEVELOPMENT,100.0,0.0885,31.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_65.png
Douglas County CO,39.377995,-104.738392,-0.428,185,4.57,62,ACTIVE DEVELOPMENT,96.8,0.0917,31.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_66.png
Douglas County CO,39.402926,-104.740668,-0.435,85,2.1,61,ACTIVE DEVELOPMENT,100.0,0.0415,21.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_67.png
Douglas County CO,39.529454,-104.721951,-0.345,150,3.71,60,ACTIVE DEVELOPMENT,100.0,0.0596,29.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_68.png
Douglas County CO,39.361082,-104.732031,-0.374,425,10.5,59,PROBABLE DEVELOPMENT,97.2,0.0241,73.7,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_69.png
Douglas County CO,39.379063,-104.739038,-0.375,111,2.74,58,PROBABLE DEVELOPMENT,100.0,0.0599,49.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_70.png
Douglas County CO,39.319394,-104.986465,-0.351,95,2.35,58,PROBABLE DEVELOPMENT,100.0,0.0383,33.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_71.png
Douglas County CO,39.53334,-104.720936,-0.335,82,2.03,58,PROBABLE DEVELOPMENT,100.0,0.05,36.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_72.png
Douglas County CO,39.363309,-104.750689,-0.367,298,7.36,57,PROBABLE DEVELOPMENT,100.0,-0.0574,75.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_73.png
Douglas County CO,39.318416,-104.983659,-0.403,159,3.93,57,PROBABLE DEVELOPMENT,97.5,0.0406,29.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_74.png
Douglas County CO,39.360324,-104.949461,-0.348,127,3.14,57,PROBABLE DEVELOPMENT,100.0,0.0184,27.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_75.png
Douglas County CO,39.511822,-104.728959,-0.423,108,2.67,56,PROBABLE DEVELOPMENT,75.0,0.1451,48.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_76.png
Douglas County CO,39.362049,-104.742042,-0.405,87,2.15,56,PROBABLE DEVELOPMENT,94.3,0.0367,26.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_77.png
Douglas County CO,39.358095,-104.955354,-0.347,183,4.52,54,PROBABLE DEVELOPMENT,100.0,0.0163,46.3,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_78.png
Douglas County CO,39.360173,-104.862784,-0.385,132,3.26,54,PROBABLE DEVELOPMENT,97.7,0.0404,75.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_79.png
Douglas County CO,39.360312,-104.960227,-0.328,127,3.14,54,PROBABLE DEVELOPMENT,100.0,0.0099,39.7,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_80.png
Douglas County CO,39.405473,-104.740402,-0.377,115,2.84,54,PROBABLE DEVELOPMENT,100.0,-0.0082,32.4,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_81.png
Douglas County CO,39.360729,-104.95173,-0.418,101,2.5,54,PROBABLE DEVELOPMENT,100.0,0.0105,38.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_82.png
Douglas County CO,39.359455,-104.95736,-0.372,172,4.25,53,PROBABLE DEVELOPMENT,100.0,0.0193,67.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_83.png
Douglas County CO,39.320226,-104.872867,-0.413,154,3.81,53,PROBABLE DEVELOPMENT,100.0,0.0017,41.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_84.png
Douglas County CO,39.361828,-104.949767,-0.323,92,2.27,53,PROBABLE DEVELOPMENT,100.0,-0.0104,41.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_85.png
Douglas County CO,39.362662,-104.746544,-0.367,116,2.87,52,PROBABLE DEVELOPMENT,100.0,-0.0466,51.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_86.png
Douglas County CO,39.505337,-104.712303,-0.372,112,2.77,52,PROBABLE DEVELOPMENT,92.0,0.0309,42.5,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_87.png
Douglas County CO,39.398715,-104.740105,-0.391,1603,39.61,51,PROBABLE DEVELOPMENT,80.8,0.0323,284.2,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_88.png
Douglas County CO,39.408061,-104.740284,-0.32,147,3.63,51,PROBABLE DEVELOPMENT,100.0,-0.0423,64.0,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_89.png
Douglas County CO,39.349511,-104.727365,-0.409,665,16.43,50,PROBABLE DEVELOPMENT,71.1,0.04,66.9,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_90.png
Douglas County CO,39.402665,-104.736762,-0.34,127,3.14,47,PROBABLE DEVELOPMENT,91.3,-0.0263,74.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_91.png
Douglas County CO,39.364061,-104.880686,-0.369,463,11.44,46,PROBABLE DEVELOPMENT,71.9,-0.0164,102.6,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_92.png
Douglas County CO,39.387336,-104.720317,-0.41,224,5.54,46,PROBABLE DEVELOPMENT,48.7,0.0513,30.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_93.png
Douglas County CO,39.381401,-104.744169,-0.378,185,4.57,46,PROBABLE DEVELOPMENT,80.0,0.0262,49.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_94.png
Douglas County CO,39.394448,-104.745585,-0.389,1676,41.41,45,PROBABLE DEVELOPMENT,70.5,0.0106,280.8,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_95.png
Douglas County CO,39.339985,-104.722568,-0.457,319,7.88,43,PROBABLE DEVELOPMENT,45.1,0.0579,45.1,https://atlas-flc.github.io/flc-website/thumbnails/douglas_county_co_site_96.png
