County,Site #,Latitude,Longitude,Acres,NDVI Change,Size Category,Google Maps URL
Douglas County CO,29,39.440784,-104.960734,4.69,-0.277,Small (2-5 ac),"https://www.google.com/maps?q=39.440784,-104.960734"
Douglas County CO,30,39.381401,-104.744169,4.57,-0.378,Small (2-5 ac),"https://www.google.com/maps?q=39.381401,-104.744169"
Douglas County CO,31,39.377995,-104.738392,4.57,-0.428,Small (2-5 ac),"https://www.google.com/maps?q=39.377995,-104.738392"
Douglas County CO,32,39.358095,-104.955354,4.52,-0.347,Small (2-5 ac),"https://www.google.com/maps?q=39.358095,-104.955354"
Douglas County CO,33,39.477962,-104.982733,4.5,-0.349,Small (2-5 ac),"https://www.google.com/maps?q=39.477962,-104.982733"
Douglas County CO,34,39.303871,-104.992192,4.47,-0.399,Small (2-5 ac),"https://www.google.com/maps?q=39.303871,-104.992192"
Douglas County CO,35,39.419392,-104.722448,4.27,-0.53,Small (2-5 ac),"https://www.google.com/maps?q=39.419392,-104.722448"
Douglas County CO,36,39.359455,-104.95736,4.25,-0.372,Small (2-5 ac),"https://www.google.com/maps?q=39.359455,-104.95736"
Douglas County CO,37,39.535882,-104.713377,4.18,-0.417,Small (2-5 ac),"https://www.google.com/maps?q=39.535882,-104.713377"
Douglas County CO,38,39.502774,-104.719629,4.18,-0.549,Small (2-5 ac),"https://www.google.com/maps?q=39.502774,-104.719629"
Douglas County CO,39,39.452252,-104.983218,4.15,-0.381,Small (2-5 ac),"https://www.google.com/maps?q=39.452252,-104.983218"
Douglas County CO,40,39.431177,-104.816095,4.15,-0.41,Small (2-5 ac),"https://www.google.com/maps?q=39.431177,-104.816095"
Douglas County CO,41,39.468388,-104.981188,4.1,-0.343,Small (2-5 ac),"https://www.google.com/maps?q=39.468388,-104.981188"
Douglas County CO,42,39.306488,-104.9735,4.03,-0.364,Small (2-5 ac),"https://www.google.com/maps?q=39.306488,-104.9735"
Douglas County CO,43,39.436112,-104.952846,3.93,-0.388,Small (2-5 ac),"https://www.google.com/maps?q=39.436112,-104.952846"
Douglas County CO,44,39.318416,-104.983659,3.93,-0.403,Small (2-5 ac),"https://www.google.com/maps?q=39.318416,-104.983659"
Douglas County CO,45,39.48219,-104.999369,3.9,-0.327,Small (2-5 ac),"https://www.google.com/maps?q=39.48219,-104.999369"
Douglas County CO,46,39.320226,-104.872867,3.81,-0.413,Small (2-5 ac),"https://www.google.com/maps?q=39.320226,-104.872867"
Douglas County CO,47,39.428483,-104.820522,3.78,-0.426,Small (2-5 ac),"https://www.google.com/maps?q=39.428483,-104.820522"
Douglas County CO,48,39.529454,-104.721951,3.71,-0.345,Small (2-5 ac),"https://www.google.com/maps?q=39.529454,-104.721951"
Douglas County CO,49,39.366218,-104.878905,3.71,-0.347,Small (2-5 ac),"https://www.google.com/maps?q=39.366218,-104.878905"
Douglas County CO,50,39.435684,-104.930798,3.68,-0.28,Small (2-5 ac),"https://www.google.com/maps?q=39.435684,-104.930798"
Douglas County CO,51,39.408061,-104.740284,3.63,-0.32,Small (2-5 ac),"https://www.google.com/maps?q=39.408061,-104.740284"
Douglas County CO,52,39.363142,-104.947981,3.63,-0.458,Small (2-5 ac),"https://www.google.com/maps?q=39.363142,-104.947981"
Douglas County CO,53,39.475901,-104.978116,3.39,-0.322,Small (2-5 ac),"https://www.google.com/maps?q=39.475901,-104.978116"
Douglas County CO,54,39.504133,-104.718092,3.31,-0.499,Small (2-5 ac),"https://www.google.com/maps?q=39.504133,-104.718092"
Douglas County CO,55,39.440755,-104.946709,3.31,-0.295,Small (2-5 ac),"https://www.google.com/maps?q=39.440755,-104.946709"
Douglas County CO,56,39.360173,-104.862784,3.26,-0.385,Small (2-5 ac),"https://www.google.com/maps?q=39.360173,-104.862784"
Douglas County CO,57,39.403893,-104.73877,3.19,-0.349,Small (2-5 ac),"https://www.google.com/maps?q=39.403893,-104.73877"
Douglas County CO,58,39.37475,-104.75092,3.19,-0.399,Small (2-5 ac),"https://www.google.com/maps?q=39.37475,-104.75092"
Douglas County CO,59,39.443876,-104.919573,3.16,-0.323,Small (2-5 ac),"https://www.google.com/maps?q=39.443876,-104.919573"
Douglas County CO,60,39.436768,-104.949819,3.16,-0.334,Small (2-5 ac),"https://www.google.com/maps?q=39.436768,-104.949819"
Douglas County CO,61,39.402665,-104.736762,3.14,-0.34,Small (2-5 ac),"https://www.google.com/maps?q=39.402665,-104.736762"
Douglas County CO,62,39.360312,-104.960227,3.14,-0.328,Small (2-5 ac),"https://www.google.com/maps?q=39.360312,-104.960227"
Douglas County CO,63,39.360324,-104.949461,3.14,-0.348,Small (2-5 ac),"https://www.google.com/maps?q=39.360324,-104.949461"
Douglas County CO,64,39.454088,-104.982543,3.06,-0.323,Small (2-5 ac),"https://www.google.com/maps?q=39.454088,-104.982543"
Douglas County CO,65,39.44068,-104.977664,3.01,-0.335,Small (2-5 ac),"https://www.google.com/maps?q=39.44068,-104.977664"
Douglas County CO,66,39.472963,-104.862561,2.99,-0.439,Small (2-5 ac),"https://www.google.com/maps?q=39.472963,-104.862561"
Douglas County CO,67,39.499209,-104.715629,2.92,-0.519,Small (2-5 ac),"https://www.google.com/maps?q=39.499209,-104.715629"
Douglas County CO,68,39.362662,-104.746544,2.87,-0.367,Small (2-5 ac),"https://www.google.com/maps?q=39.362662,-104.746544"
Douglas County CO,69,39.405473,-104.740402,2.84,-0.377,Small (2-5 ac),"https://www.google.com/maps?q=39.405473,-104.740402"
Douglas County CO,70,39.505337,-104.712303,2.77,-0.372,Small (2-5 ac),"https://www.google.com/maps?q=39.505337,-104.712303"
Douglas County CO,71,39.379063,-104.739038,2.74,-0.375,Small (2-5 ac),"https://www.google.com/maps?q=39.379063,-104.739038"
Douglas County CO,72,39.511822,-104.728959,2.67,-0.423,Small (2-5 ac),"https://www.google.com/maps?q=39.511822,-104.728959"
Douglas County CO,73,39.494437,-104.717114,2.67,-0.401,Small (2-5 ac),"https://www.google.com/maps?q=39.494437,-104.717114"
Douglas County CO,74,39.518615,-104.86098,2.64,-0.358,Small (2-5 ac),"https://www.google.com/maps?q=39.518615,-104.86098"
Douglas County CO,75,39.438747,-104.979684,2.62,-0.398,Small (2-5 ac),"https://www.google.com/maps?q=39.438747,-104.979684"
Douglas County CO,76,39.360729,-104.95173,2.5,-0.418,Small (2-5 ac),"https://www.google.com/maps?q=39.360729,-104.95173"
Douglas County CO,77,39.493618,-104.997694,2.47,-0.366,Small (2-5 ac),"https://www.google.com/maps?q=39.493618,-104.997694"
Douglas County CO,78,39.429571,-104.976453,2.45,-0.299,Small (2-5 ac),"https://www.google.com/maps?q=39.429571,-104.976453"
Douglas County CO,79,39.319394,-104.986465,2.35,-0.351,Small (2-5 ac),"https://www.google.com/maps?q=39.319394,-104.986465"
Douglas County CO,80,39.376554,-104.752654,2.32,-0.307,Small (2-5 ac),"https://www.google.com/maps?q=39.376554,-104.752654"
Douglas County CO,81,39.332528,-104.766433,2.32,-0.454,Small (2-5 ac),"https://www.google.com/maps?q=39.332528,-104.766433"
Douglas County CO,82,39.474228,-104.979578,2.27,-0.322,Small (2-5 ac),"https://www.google.com/maps?q=39.474228,-104.979578"
Douglas County CO,83,39.361828,-104.949767,2.27,-0.323,Small (2-5 ac),"https://www.google.com/maps?q=39.361828,-104.949767"
Douglas County CO,84,39.501268,-104.72345,2.22,-0.529,Small (2-5 ac),"https://www.google.com/maps?q=39.501268,-104.72345"
Douglas County CO,85,39.36807,-104.999062,2.22,-0.284,Small (2-5 ac),"https://www.google.com/maps?q=39.36807,-104.999062"
Douglas County CO,86,39.54869,-104.756868,2.2,-0.314,Small (2-5 ac),"https://www.google.com/maps?q=39.54869,-104.756868"
Douglas County CO,87,39.391072,-104.743134,2.2,-0.442,Small (2-5 ac),"https://www.google.com/maps?q=39.391072,-104.743134"
Douglas County CO,88,39.437404,-104.945121,2.15,-0.299,Small (2-5 ac),"https://www.google.com/maps?q=39.437404,-104.945121"
Douglas County CO,89,39.362049,-104.742042,2.15,-0.405,Small (2-5 ac),"https://www.google.com/maps?q=39.362049,-104.742042"
Douglas County CO,90,39.307457,-104.973114,2.13,-0.392,Small (2-5 ac),"https://www.google.com/maps?q=39.307457,-104.973114"
Douglas County CO,91,39.451414,-104.981721,2.1,-0.288,Small (2-5 ac),"https://www.google.com/maps?q=39.451414,-104.981721"
Douglas County CO,92,39.432662,-104.927013,2.1,-0.274,Small (2-5 ac),"https://www.google.com/maps?q=39.432662,-104.927013"
Douglas County CO,93,39.430518,-104.927232,2.1,-0.276,Small (2-5 ac),"https://www.google.com/maps?q=39.430518,-104.927232"
Douglas County CO,94,39.402926,-104.740668,2.1,-0.435,Small (2-5 ac),"https://www.google.com/maps?q=39.402926,-104.740668"
Douglas County CO,95,39.472895,-104.984353,2.08,-0.338,Small (2-5 ac),"https://www.google.com/maps?q=39.472895,-104.984353"
Douglas County CO,96,39.479952,-104.79142,2.05,-0.389,Small (2-5 ac),"https://www.google.com/maps?q=39.479952,-104.79142"
Douglas County CO,97,39.53334,-104.720936,2.03,-0.335,Small (2-5 ac),"https://www.google.com/maps?q=39.53334,-104.720936"
Douglas County CO,98,39.437973,-104.943227,2.03,-0.281,Small (2-5 ac),"https://www.google.com/maps?q=39.437973,-104.943227"
Douglas County CO,99,39.372094,-104.994709,2.03,-0.285,Small (2-5 ac),"https://www.google.com/maps?q=39.372094,-104.994709"
Douglas County CO,100,39.476805,-104.997337,2.0,-0.342,Small (2-5 ac),"https://www.google.com/maps?q=39.476805,-104.997337"
Ada County ID,1,43.750888,-116.593281,18.66,-0.339,Large (10+ ac),"https://www.google.com/maps?q=43.750888,-116.593281"
Ada County ID,2,43.63584,-116.582335,15.3,-0.561,Large (10+ ac),"https://www.google.com/maps?q=43.63584,-116.582335"
Ada County ID,3,43.642447,-116.548506,13.69,-0.467,Large (10+ ac),"https://www.google.com/maps?q=43.642447,-116.548506"
Ada County ID,4,43.693244,-116.428138,11.05,-0.491,Large (10+ ac),"https://www.google.com/maps?q=43.693244,-116.428138"
Ada County ID,5,43.68713,-116.515583,9.81,-0.454,Medium (5-10 ac),"https://www.google.com/maps?q=43.68713,-116.515583"
Ada County ID,6,43.747175,-116.594909,8.75,-0.497,Medium (5-10 ac),"https://www.google.com/maps?q=43.747175,-116.594909"
Ada County ID,7,43.549588,-116.391457,6.97,-0.579,Medium (5-10 ac),"https://www.google.com/maps?q=43.549588,-116.391457"
Ada County ID,8,43.54911,-116.305965,5.19,-0.582,Medium (5-10 ac),"https://www.google.com/maps?q=43.54911,-116.305965"
Ada County ID,9,43.598541,-116.471047,4.45,-0.661,Small (2-5 ac),"https://www.google.com/maps?q=43.598541,-116.471047"
Ada County ID,10,43.55482,-116.547087,3.66,-0.503,Small (2-5 ac),"https://www.google.com/maps?q=43.55482,-116.547087"
Ada County ID,11,43.611491,-116.450716,3.24,-0.433,Small (2-5 ac),"https://www.google.com/maps?q=43.611491,-116.450716"
Ada County ID,12,43.549795,-116.47196,2.97,-0.598,Small (2-5 ac),"https://www.google.com/maps?q=43.549795,-116.47196"
Ada County ID,13,43.631286,-116.562563,2.52,-0.459,Small (2-5 ac),"https://www.google.com/maps?q=43.631286,-116.562563"
Ada County ID,14,43.620871,-116.471929,2.42,-0.561,Small (2-5 ac),"https://www.google.com/maps?q=43.620871,-116.471929"
Ada County ID,15,43.750315,-116.533947,2.4,-0.313,Small (2-5 ac),"https://www.google.com/maps?q=43.750315,-116.533947"
Ada County ID,16,43.750338,-116.546309,2.37,-0.516,Small (2-5 ac),"https://www.google.com/maps?q=43.750338,-116.546309"
Ada County ID,17,43.700672,-116.459852,2.08,-0.46,Small (2-5 ac),"https://www.google.com/maps?q=43.700672,-116.459852"
Ada County ID,18,43.613285,-116.463277,2.03,-0.419,Small (2-5 ac),"https://www.google.com/maps?q=43.613285,-116.463277"
Ada County ID,19,43.676504,-116.330973,1.98,-0.546,Small (2-5 ac),"https://www.google.com/maps?q=43.676504,-116.330973"
Utah-Salt Lake UT,1,40.356977,-111.816436,41.59,-0.743,Large (10+ ac),"https://www.google.com/maps?q=40.356977,-111.816436"
Utah-Salt Lake UT,2,40.381932,-111.932983,33.31,-0.65,Large (10+ ac),"https://www.google.com/maps?q=40.381932,-111.932983"
Utah-Salt Lake UT,3,40.429448,-111.778618,11.14,-0.645,Large (10+ ac),"https://www.google.com/maps?q=40.429448,-111.778618"
Utah-Salt Lake UT,4,40.349643,-111.943493,10.7,-0.709,Large (10+ ac),"https://www.google.com/maps?q=40.349643,-111.943493"
Utah-Salt Lake UT,5,40.370284,-111.898395,10.35,-0.437,Large (10+ ac),"https://www.google.com/maps?q=40.370284,-111.898395"
Utah-Salt Lake UT,6,40.374192,-111.894555,6.0,-0.429,Medium (5-10 ac),"https://www.google.com/maps?q=40.374192,-111.894555"
Utah-Salt Lake UT,7,40.381105,-111.831064,5.07,-0.623,Medium (5-10 ac),"https://www.google.com/maps?q=40.381105,-111.831064"
Utah-Salt Lake UT,8,40.421926,-111.805758,4.62,-0.502,Small (2-5 ac),"https://www.google.com/maps?q=40.421926,-111.805758"
Utah-Salt Lake UT,9,40.360714,-111.940983,3.81,-0.61,Small (2-5 ac),"https://www.google.com/maps?q=40.360714,-111.940983"
Utah-Salt Lake UT,10,40.476346,-111.813383,3.48,-0.384,Small (2-5 ac),"https://www.google.com/maps?q=40.476346,-111.813383"
Utah-Salt Lake UT,11,40.49176,-111.907216,3.43,-0.635,Small (2-5 ac),"https://www.google.com/maps?q=40.49176,-111.907216"
Utah-Salt Lake UT,12,40.397355,-111.882433,3.16,-0.511,Small (2-5 ac),"https://www.google.com/maps?q=40.397355,-111.882433"
Utah-Salt Lake UT,13,40.366341,-111.896467,3.11,-0.409,Small (2-5 ac),"https://www.google.com/maps?q=40.366341,-111.896467"
Utah-Salt Lake UT,14,40.446531,-111.837632,2.84,-0.451,Small (2-5 ac),"https://www.google.com/maps?q=40.446531,-111.837632"
Utah-Salt Lake UT,15,40.366313,-111.880895,2.84,-0.659,Small (2-5 ac),"https://www.google.com/maps?q=40.366313,-111.880895"
Utah-Salt Lake UT,16,40.443437,-111.762447,2.82,-0.651,Small (2-5 ac),"https://www.google.com/maps?q=40.443437,-111.762447"
Utah-Salt Lake UT,17,40.37082,-111.910073,2.72,-0.425,Small (2-5 ac),"https://www.google.com/maps?q=40.37082,-111.910073"
Utah-Salt Lake UT,18,40.477799,-111.813559,2.57,-0.4,Small (2-5 ac),"https://www.google.com/maps?q=40.477799,-111.813559"
Utah-Salt Lake UT,19,40.38021,-111.830275,2.52,-0.921,Small (2-5 ac),"https://www.google.com/maps?q=40.38021,-111.830275"
Utah-Salt Lake UT,20,40.478371,-111.816463,2.47,-0.429,Small (2-5 ac),"https://www.google.com/maps?q=40.478371,-111.816463"
Utah-Salt Lake UT,21,40.363814,-111.793844,2.35,-0.572,Small (2-5 ac),"https://www.google.com/maps?q=40.363814,-111.793844"
Utah-Salt Lake UT,22,40.382792,-111.831769,2.27,-0.512,Small (2-5 ac),"https://www.google.com/maps?q=40.382792,-111.831769"
Utah-Salt Lake UT,23,40.401091,-111.875618,2.25,-0.347,Small (2-5 ac),"https://www.google.com/maps?q=40.401091,-111.875618"
Utah-Salt Lake UT,24,40.48952,-111.916029,2.22,-0.403,Small (2-5 ac),"https://www.google.com/maps?q=40.48952,-111.916029"
Utah-Salt Lake UT,25,40.345541,-111.958413,2.17,-0.494,Small (2-5 ac),"https://www.google.com/maps?q=40.345541,-111.958413"
Utah-Salt Lake UT,26,40.41529,-111.840532,2.13,-0.547,Small (2-5 ac),"https://www.google.com/maps?q=40.41529,-111.840532"
Utah-Salt Lake UT,27,40.449157,-111.903759,2.08,-0.396,Small (2-5 ac),"https://www.google.com/maps?q=40.449157,-111.903759"
Utah-Salt Lake UT,28,40.464464,-111.983751,2.03,-0.472,Small (2-5 ac),"https://www.google.com/maps?q=40.464464,-111.983751"
Forsyth County GA,1,34.246756,-84.119356,63.53,-0.749,Large (10+ ac),"https://www.google.com/maps?q=34.246756,-84.119356"
Forsyth County GA,2,34.340047,-84.072762,50.58,-0.761,Large (10+ ac),"https://www.google.com/maps?q=34.340047,-84.072762"
Forsyth County GA,3,34.204516,-83.992013,46.21,-0.759,Large (10+ ac),"https://www.google.com/maps?q=34.204516,-83.992013"
Forsyth County GA,4,34.325487,-84.082168,36.03,-0.589,Large (10+ ac),"https://www.google.com/maps?q=34.325487,-84.082168"
Forsyth County GA,5,34.337771,-84.116077,35.46,-0.689,Large (10+ ac),"https://www.google.com/maps?q=34.337771,-84.116077"
Forsyth County GA,6,34.333077,-84.064362,27.5,-0.774,Large (10+ ac),"https://www.google.com/maps?q=34.333077,-84.064362"
Forsyth County GA,7,34.316274,-84.098608,27.45,-0.7,Large (10+ ac),"https://www.google.com/maps?q=34.316274,-84.098608"
Forsyth County GA,8,34.263416,-84.033622,22.68,-0.681,Large (10+ ac),"https://www.google.com/maps?q=34.263416,-84.033622"
Forsyth County GA,9,34.238123,-84.200509,20.39,-0.535,Large (10+ ac),"https://www.google.com/maps?q=34.238123,-84.200509"
Forsyth County GA,10,34.236185,-84.145919,19.45,-0.753,Large (10+ ac),"https://www.google.com/maps?q=34.236185,-84.145919"
Forsyth County GA,11,34.326085,-84.020853,17.4,-0.716,Large (10+ ac),"https://www.google.com/maps?q=34.326085,-84.020853"
Forsyth County GA,12,34.283888,-84.002511,16.48,-0.759,Large (10+ ac),"https://www.google.com/maps?q=34.283888,-84.002511"
Forsyth County GA,13,34.330508,-84.063491,14.95,-0.782,Large (10+ ac),"https://www.google.com/maps?q=34.330508,-84.063491"
Forsyth County GA,14,34.273947,-84.055023,14.04,-0.579,Large (10+ ac),"https://www.google.com/maps?q=34.273947,-84.055023"
Forsyth County GA,15,34.28717,-83.995424,11.98,-0.639,Large (10+ ac),"https://www.google.com/maps?q=34.28717,-83.995424"
Forsyth County GA,16,34.277569,-84.127497,11.96,-0.669,Large (10+ ac),"https://www.google.com/maps?q=34.277569,-84.127497"
Forsyth County GA,17,34.27388,-84.169553,11.94,-0.622,Large (10+ ac),"https://www.google.com/maps?q=34.27388,-84.169553"
Forsyth County GA,18,34.319569,-84.137421,9.54,-0.708,Medium (5-10 ac),"https://www.google.com/maps?q=34.319569,-84.137421"
Forsyth County GA,19,34.290065,-84.175123,9.51,-0.633,Medium (5-10 ac),"https://www.google.com/maps?q=34.290065,-84.175123"
Forsyth County GA,20,34.343242,-84.135728,7.76,-0.722,Medium (5-10 ac),"https://www.google.com/maps?q=34.343242,-84.135728"
Forsyth County GA,21,34.231831,-84.179113,7.54,-0.719,Medium (5-10 ac),"https://www.google.com/maps?q=34.231831,-84.179113"
Forsyth County GA,22,34.328079,-84.066825,7.07,-0.704,Medium (5-10 ac),"https://www.google.com/maps?q=34.328079,-84.066825"
Forsyth County GA,23,34.234242,-84.162035,6.25,-0.675,Medium (5-10 ac),"https://www.google.com/maps?q=34.234242,-84.162035"
Forsyth County GA,24,34.309371,-84.177546,6.15,-0.694,Medium (5-10 ac),"https://www.google.com/maps?q=34.309371,-84.177546"
Forsyth County GA,25,34.241658,-84.223657,5.68,-0.73,Medium (5-10 ac),"https://www.google.com/maps?q=34.241658,-84.223657"
Forsyth County GA,26,34.277466,-84.194465,5.61,-0.61,Medium (5-10 ac),"https://www.google.com/maps?q=34.277466,-84.194465"
Forsyth County GA,27,34.314588,-84.085313,5.56,-0.656,Medium (5-10 ac),"https://www.google.com/maps?q=34.314588,-84.085313"
Forsyth County GA,28,34.216784,-84.186665,5.29,-0.669,Medium (5-10 ac),"https://www.google.com/maps?q=34.216784,-84.186665"
Forsyth County GA,29,34.31617,-84.217946,4.4,-0.571,Small (2-5 ac),"https://www.google.com/maps?q=34.31617,-84.217946"
Forsyth County GA,30,34.315639,-84.041904,4.4,-0.483,Small (2-5 ac),"https://www.google.com/maps?q=34.315639,-84.041904"
Forsyth County GA,31,34.219456,-84.146017,3.63,-0.668,Small (2-5 ac),"https://www.google.com/maps?q=34.219456,-84.146017"
Forsyth County GA,32,34.221602,-83.956916,3.61,-0.581,Small (2-5 ac),"https://www.google.com/maps?q=34.221602,-83.956916"
Forsyth County GA,33,34.31658,-84.213888,3.43,-0.644,Small (2-5 ac),"https://www.google.com/maps?q=34.31658,-84.213888"
Forsyth County GA,34,34.290947,-84.179153,3.41,-0.692,Small (2-5 ac),"https://www.google.com/maps?q=34.290947,-84.179153"
Forsyth County GA,35,34.281371,-84.251009,3.34,-0.62,Small (2-5 ac),"https://www.google.com/maps?q=34.281371,-84.251009"
Forsyth County GA,36,34.329631,-84.085926,3.31,-0.475,Small (2-5 ac),"https://www.google.com/maps?q=34.329631,-84.085926"
Forsyth County GA,37,34.317031,-84.041019,3.31,-0.509,Small (2-5 ac),"https://www.google.com/maps?q=34.317031,-84.041019"
Forsyth County GA,38,34.325157,-84.243138,3.19,-0.683,Small (2-5 ac),"https://www.google.com/maps?q=34.325157,-84.243138"
Forsyth County GA,39,34.255052,-84.20627,3.19,-0.556,Small (2-5 ac),"https://www.google.com/maps?q=34.255052,-84.20627"
Forsyth County GA,40,34.323061,-84.07492,2.87,-0.756,Small (2-5 ac),"https://www.google.com/maps?q=34.323061,-84.07492"
Forsyth County GA,41,34.216184,-84.167129,2.69,-0.652,Small (2-5 ac),"https://www.google.com/maps?q=34.216184,-84.167129"
Forsyth County GA,42,34.341126,-84.140279,2.45,-0.556,Small (2-5 ac),"https://www.google.com/maps?q=34.341126,-84.140279"
Forsyth County GA,43,34.329684,-83.990849,2.3,-0.453,Small (2-5 ac),"https://www.google.com/maps?q=34.329684,-83.990849"
Forsyth County GA,44,34.24754,-84.154587,2.3,-0.674,Small (2-5 ac),"https://www.google.com/maps?q=34.24754,-84.154587"
Forsyth County GA,45,34.324695,-84.066719,2.27,-0.648,Small (2-5 ac),"https://www.google.com/maps?q=34.324695,-84.066719"
Forsyth County GA,46,34.213023,-83.955371,2.25,-0.628,Small (2-5 ac),"https://www.google.com/maps?q=34.213023,-83.955371"
Forsyth County GA,47,34.255081,-84.228495,2.17,-0.597,Small (2-5 ac),"https://www.google.com/maps?q=34.255081,-84.228495"
Forsyth County GA,48,34.211323,-84.107862,2.17,-0.677,Small (2-5 ac),"https://www.google.com/maps?q=34.211323,-84.107862"
Forsyth County GA,49,34.210098,-84.144993,2.05,-0.534,Small (2-5 ac),"https://www.google.com/maps?q=34.210098,-84.144993"
Forsyth County GA,50,34.235704,-83.952865,1.98,-0.669,Small (2-5 ac),"https://www.google.com/maps?q=34.235704,-83.952865"
Forsyth County GA,51,34.202005,-83.994457,1.98,-0.707,Small (2-5 ac),"https://www.google.com/maps?q=34.202005,-83.994457"
